# list of object assets to load in this scene
[ASSETS]
mushroom.txt
mario.txt
goomba.txt
coin.txt
cloud.txt
brick.txt
questionbrick.txt
leaf.txt
ground.txt
colorblock.txt
background.txt
koopa.txt
fireball.txt
VenusFireTrap.txt
effect.txt
flygoomba.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 6 = QuestionBrick
# See OBJECT_TYPE constants in AssetIDs.h


# BG 
#big bushes
8	24	180	16	15	5	120022	120023	120025
8	104	180	16	15	3	120026	120023	120024
8	24	164	16	15	2	120022	120023	120025
8	56	164	16	15	3	120026	120023	120024
8	104	164	16	15	3	120022	120025	120028
8	24	148	16	15	3	120027	120026	120024
8	72	148	16	15	2	120027	120023	120028
8	104	148	16	15	2	120027	120023	120028
8	40	132	16	15	2	120027	120023	120028

8	824	164	16	15	1	120027	120023	120026
8	840	164	16	15	7	120026	120023	120024
8	840	148	16	15	3	120022	120025	120026
8	888	148	16	15	3	120025	120026	120023
8	936	148	16	15	1	120024	120023	120025
8	840	132	16	15	2	120020	120023	120021
8	872	132	16	15	3	120020	120026	120024
8	920	132	16	15	2	120020	120023	120021
8	888	116	16	15	2	120020	120023	120021

8	952	164	16	15	2	120020	120023	120026
8	984	164	16	15	2	120023	120025	120024
8	968	148	16	15	3	120022	120025	120028
8	968	132	16	15	2	120020	120023	120021

8	1886	180	16	15	2	120020	120023	120026
8	1918	180	16	15	2	120023	120025	120024
8	1902	164	16	15	3	120022	120025	120021
8	1902	148	16	15	2	120020	120023	120021

#small tree bushes
8	168	180	16	15	3	120010	120011	120012
8	680	164	16	15	6	120010	120011	120012
8	1048	164	16	15	2	120010	120011	120012

8	1192	179	16	15	3	120010	120011	120012

8	1726	179	16	15	3	120010	120011	120012
#colorblock
8	280	106	16	15	3	111001	112001	113001
8	280	122	16	15	3	114001	115001	116001
8	280	138	16	15	3	114001	115001	116001
8	280	154	16	15	3	114001	115001	116001
8	280	170	16	15	3	114001	115001	116001
8	280	179	16	15	3	117001	118001	119001

8	248	140	16	15	3	111000	112000	113000
8	248	154	16	15	3	114000	115000	116000
8	248	170	16	15	3	114000	115000	116000
8	248	179	16	15	3	117000	118000	119000

8	520	91	16	15	4	111003	112003	113003
8	520	107	16	15	4	114003	115003	116003
8	520	123	16	15	4	114003	115003	116003
8	520	139	16	15	4	114003	115003	116003
8	520	155	16	15	4	114003	115003	116003
8	520	170	16	15	4	114003	115003	116003
8	520	179	16	15	4	117003	118003	119003

8	472	123	16	15	4	111000	112000	113000
8	472	139	16	15	4	114000	115000	116000
8	472	155	16	15	4	114000	115000	116000
8	472	170	16	15	4	114000	115000	116000
8	472	179	16	15	4	117000	118000	119000

8	408	155	16	15	5	111002	112002	113002
8	408	170	16	15	5	114002	115002	116002
8	408	179	16	15	5	117002	118002	119002

8	520	164	16	15	6	111002	112002	113002
8	520	179	16	15	6	117002	118002	119002

8	1336	106	16	15	7	111001	112001	113001
8	1336	122	16	15	7	114001	115001	116001
8	1336	138	16	15	7	114001	115001	116001
8	1336	154	16	15	7	114001	115001	116001
8	1336	170	16	15	7	114001	115001	116001
8	1336	179	16	15	7	117001	118001	119001

8	1304	139	16	15	7	111000	112000	113000
8	1304	155	16	15	7	114000	115000	116000
8	1304	170	16	15	7	114000	115000	116000
8	1304	179	16	15	7	117000	118000	119000

8	1272	164	16	15	7	111002	112002	113002
8	1272	179	16	15	7	117002	118002	119002

#color block sky zone
8	1320	-95	16	15	4	111000	112000	113000
8	1320	-80	16	15	4	114000	115000	116000
8	1320	-65	16	15	4	117000	118000	119000

#cloud
8	115	51	16	15	3	120033	120034	120035
8	115	67	16	15	3	120036	120037	120038

8	330	40	16	15	3	120033	120034	120035
8	330	56	16	15	3	120036	120037	120038

8	640	55	16	15	3	120033	120034	120035
8	640	71	16	15	3	120036	120037	120038

8	730	85	16	15	5	120033	120034	120035
8	730	101	16	115	5	120036	120037	120038

8	1650	85	16	15	5	120033	120034	120035
8	1650	101	16	115	5	120036	120037	120038

#underground
8	632	196	16	15	29	94000	95000	96000


# MARIO
0	1330	-120
#maplimit
12	0	84
12	0	100
12	0	116
12	0	132
12	0	148
12	0	164
12	0	179
#COIN



#QuestionBrick
6	184	120	0
6	200	120	0
6	232	75	0
6	248	75	1
6	424	108	0

6	664	164	2
6	712	132	0

6	1480	147	1

#Platform
5	8	195	16	15	39	91000	92000	93000

5	632	180	16	15	29	91000	92000	93000
#5	632	196	16	15	29	94000	95000	96000

5	1160	195	16	15	22	91000	92000	93000

5	1544	195	16	15	5	91000	92000	93000

5	1662	195	16	15	36	91000	92000	93000

#Colorblock
7	248	136	16	9	3	101000	102000	103000
7	280	102	16	9	3	101000	102000	103000
7	408	150	16	9	5	101000	102000	103000
7	472	119	16	9	4	101000	102000	103000
7	520	87	16	9	4	101000	102000	103000
7	520	160	16	9	6	101000	102000	103000

7	1272	160	16	9	7	101000	102000	103000
7	1304	135	16	9	7	101000	102000	103000
7	1336	102	16	9	7	101000	102000	103000

#brick
1	1512	115	1
1	1528	115	1

1	1576	179	1
1	1592	179	1
1	1608	179	1
1	1592	163	1
1	1608	163	1
1	1608	147	1

1	1662	179	1
1	1678	179	1
1	1694	179	1
1	1662	163	1
1	1678	163	1
1	1662	147	1

#Coin
4	1080	110	0
4	1105	85	0
4	1130	60	0
4	1155	35	0

#VENUS FIRE TRAP
10	367	128

10	1862	128
#Pipe
7	359	146	16	16	2	101000	102000	103000
11	359	148	16	15	2	120040	120010	120041
11	359	163	16	16	2	120042	120010	120043
11	359	178	16	15	2	120042	120010	120043


7	1790	163	16	15	2	101000	102000	103000
11	1790	164	16	15	2	120040	120010	120041
11	1790	179	16	15	2	120042	120010	120043


7	1854	146	16	15	2	101000	102000	103000
11	1854	148	16	15	2	120040	120010	120041
11	1854	179	16	15	2	120042	120010	120043
11	1854	164	16	15	2	120042	120010	120043


#Goomba
2	350	10
2	450	155
2	1060	10
2	1020	0
#flygoomba
13	1000	120
#koopa
3	590	140

###############SKY ZONE #################
#color block
7	1320	-99	16	9	4	101000	102000	103000

#Portal 
50	2100	160	2116	180	1
